CustomerID,Name,Gender,Age,City,Signup_Date,Last_purchase_date,purchase_amount,feedback_score,email,Phone_number,Country
UNKNOWN_ID,Simran,Unknown,34.6,Mumbai,,,889.866,10.0,unknown@domain.com,Unknown,Uk
104,Unknown,Male,34.6,Unknown,2023-09-09,2022-05-22,889.866,10.0,user103@mail.com,Unknown,Uk
UNKNOWN_ID,Rahul,Unknown,34.6,Kolkata,2021-07-27,,889.866,10.0,unknown@domain.com,Unknown,USA
106,Priya,Female,43.69817444219067,Delhi,2023-02-19,,2450.6157583130575,6.476926123984947,user105@mail.com,Unknown,Unknown
107,Rahul,Female,43.69817444219067,Ahmedabad,2021-04-26,2024-06-05,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,Canada
UNKNOWN_ID,Pooja,Male,34.6,Ahmedabad,,,889.866,10.0,unknown@domain.com,Unknown,Canada
C109,Ankit,Male,34.6,Unknown,,,889.866,10.0,unknown@domain.com,Unknown,USA
110,Unknown,Unknown,39.0,Delhi,2021-10-25,2023-08-27,2796.408,1.0,unknown@domain.com,9168583214,USA
C111,Simran,Unknown,34.6,Bangalore,,,889.866,10.0,user110@mail.com,Unknown,Uk
C112,Simran,Male,43.69817444219067,Kolkata,2024-10-24,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,Australia
UNKNOWN_ID,Ravi,Unknown,34.6,Pune,2022-02-22,,889.866,10.0,unknown@domain.com,Unknown,Unknown
C114,Unknown,Female,41.0,Unknown,2021-06-24,2024-07-22,1520.66,10.0,unknown@domain.com,Unknown,Unknown
115,Unknown,Unknown,43.4,Pune,2021-07-14,,2625.32,6.6,user114@mail.com,Unknown,Unknown
UNKNOWN_ID,Ravi,Male,42.4,Chennai,,,1025.124,2.0,unknown@domain.com,9985835755,Canada
UNKNOWN_ID,Pooja,Male,43.69817444219067,Kolkata,2024-07-07,2025-05-13,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,Australia
118,Sneha,Male,34.6,Unknown,,,889.866,10.0,unknown@domain.com,9686175993,Canada
C119,Kiran,Male,57.0,Delhi,2021-07-07,,1974.312,5.0,unknown@domain.com,Unknown,Uk
120,Unknown,Unknown,44.6,Delhi,,,1250.31,5.0,unknown@domain.com,Unknown,USA
121,Unknown,Unknown,70.0,Hyderabad,,,2453.504,4.8,unknown@domain.com,9888717508,Canada
C122,Sneha,Female,43.69817444219067,Pune,,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,USA
UNKNOWN_ID,Ankit,Unknown,43.69817444219067,Chennai,,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,USA
124,Pooja,Male,43.69817444219067,Hyderabad,2024-05-11,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,Canada
C125,Unknown,Female,43.69817444219067,Kolkata,2024-06-08,,2450.6157583130575,6.476926123984947,user124@mail.com,Unknown,Canada
126,Unknown,Male,33.0,Hyderabad,,,2627.734,7.0,unknown@domain.com,Unknown,USA
UNKNOWN_ID,Unknown,Male,34.6,Delhi,2024-02-01,,889.866,10.0,unknown@domain.com,Unknown,Australia
128,Ankit,Male,43.69817444219067,Pune,2024-03-07,,2450.6157583130575,6.476926123984947,user127@mail.com,Unknown,India
129,Ankit,Female,35.0,Hyderabad,,,384.1,8.2,unknown@domain.com,Unknown,USA
130,Ravi,Male,46.0,Ahmedabad,,,2395.862,10.0,unknown@domain.com,Unknown,USA
UNKNOWN_ID,Simran,Male,34.6,Ahmedabad,,,889.866,10.0,unknown@domain.com,Unknown,India
132,Priya,Female,34.6,Ahmedabad,2021-06-12,,889.866,10.0,unknown@domain.com,Unknown,India
133,Ankit,Female,32.4,Chennai,,2020-10-16,101.52,5.0,user132@mail.com,9652552199,Unknown
C134,Ankit,Female,34.6,Unknown,2025-11-02,2024-07-19,889.866,10.0,unknown@domain.com,9804907196,Unknown
135,Neha,Unknown,21.0,Mumbai,2021-05-29,,3106.84,3.0,unknown@domain.com,Unknown,Australia
136,Ankit,Unknown,53.2,Delhi,,2025-01-04,177.15,10.0,unknown@domain.com,Unknown,Australia
137,Sneha,Female,39.0,Kolkata,2022-11-11,,2634.048,5.4,unknown@domain.com,Unknown,Australia
138,Ankit,Male,44.6,Ahmedabad,2021-06-22,2020-12-01,1250.31,5.0,unknown@domain.com,Unknown,USA
139,Amit,Female,43.69817444219067,Hyderabad,2024-07-23,2021-01-12,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,USA
UNKNOWN_ID,Ravi,Male,48.2,Pune,,,4302.36,5.6,unknown@domain.com,Unknown,Unknown
C141,Neha,Unknown,29.0,Kolkata,,,2566.972,10.0,unknown@domain.com,Unknown,USA
C142,Amit,Male,67.0,Kolkata,2024-11-29,,3979.83,10.0,user141@mail.com,Unknown,USA
C143,Rahul,Male,43.69817444219067,Delhi,2025-05-13,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,Australia
C144,Priya,Male,43.69817444219067,Unknown,2025-03-13,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,Uk
C145,Unknown,Female,34.6,Unknown,,2025-12-05,889.866,10.0,unknown@domain.com,Unknown,Unknown
146,Unknown,Male,37.8,Pune,2021-05-05,,819.86,1.0,unknown@domain.com,Unknown,USA
UNKNOWN_ID,Pooja,Female,49.2,Chennai,,2021-01-25,4938.36,10.0,unknown@domain.com,Unknown,Australia
148,Amit,Unknown,68.0,Chennai,,,2497.7619999999997,5.8,unknown@domain.com,9697055735,Canada
C149,Rahul,Female,38.0,Pune,2025-03-16,2026-01-20,967.1339999999998,2.0,user148@mail.com,Unknown,India
150,Amit,Unknown,45.0,Ahmedabad,2025-11-29,,2501.58,4.0,unknown@domain.com,9843663784,Australia
UNKNOWN_ID,Kiran,Female,28.0,Unknown,,,2949.1679999999997,8.2,unknown@domain.com,9234375714,Canada
UNKNOWN_ID,Simran,Female,43.69817444219067,Hyderabad,2021-07-20,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,Unknown
153,Pooja,Female,39.0,Bangalore,,2021-09-14,2796.408,1.0,unknown@domain.com,9771638160,Canada
154,Amit,Male,34.6,Bangalore,,,889.866,10.0,unknown@domain.com,9720155538,USA
155,Neha,Male,34.6,Bangalore,,2025-12-21,889.866,10.0,unknown@domain.com,Unknown,Uk
C156,Unknown,Male,35.0,Hyderabad,2020-10-11,,2102.22,10.0,unknown@domain.com,Unknown,India
UNKNOWN_ID,Ravi,Male,35.0,Unknown,2021-05-15,,2462.7740000000003,9.0,unknown@domain.com,Unknown,India
158,Pooja,Unknown,45.4,Kolkata,,,3902.94,10.0,user157@mail.com,Unknown,Australia
C159,Rahul,Female,50.2,Bangalore,2024-10-11,,502.02,3.4,unknown@domain.com,Unknown,India
UNKNOWN_ID,Unknown,Unknown,34.6,Mumbai,2021-03-27,2020-10-12,889.866,10.0,user159@mail.com,Unknown,USA
C161,Pooja,Male,35.0,Unknown,2023-11-18,,2687.212,2.0,unknown@domain.com,Unknown,India
UNKNOWN_ID,Pooja,Female,34.6,Kolkata,2021-08-05,,889.866,10.0,unknown@domain.com,9893390866,USA
163,Amit,Unknown,43.69817444219067,Chennai,,,2450.6157583130575,6.476926123984947,unknown@domain.com,9121774277,Canada
C164,Amit,Female,43.69817444219067,Pune,2025-01-18,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,USA
165,Pooja,Unknown,43.69817444219067,Kolkata,,2024-02-09,2450.6157583130575,6.476926123984947,unknown@domain.com,9313537890,Unknown
C166,Rahul,Unknown,48.8,Mumbai,,,1368.23,10.0,unknown@domain.com,Unknown,Uk
UNKNOWN_ID,Unknown,Male,26.0,Chennai,2021-04-28,,2334.588,10.0,user166@mail.com,Unknown,USA
UNKNOWN_ID,Ravi,Male,34.6,Pune,,,889.866,10.0,user167@mail.com,Unknown,USA
C169,Unknown,Unknown,44.6,Hyderabad,2022-08-23,,1250.31,5.0,user168@mail.com,Unknown,Unknown
UNKNOWN_ID,Unknown,Female,34.6,Chennai,,,889.866,10.0,unknown@domain.com,Unknown,India
C171,Kiran,Unknown,44.6,Hyderabad,2022-02-24,2024-06-04,1250.31,5.0,unknown@domain.com,Unknown,India
C172,Neha,Female,34.6,Bangalore,2023-12-24,,889.866,10.0,unknown@domain.com,9846259798,Canada
C173,Simran,Female,42.4,Unknown,2023-06-02,,1025.124,2.0,unknown@domain.com,Unknown,Uk
C174,Unknown,Female,22.0,Chennai,2024-12-06,,2057.6620000000003,7.8,unknown@domain.com,Unknown,Australia
175,Unknown,Male,43.69817444219067,Kolkata,,,2450.6157583130575,6.476926123984947,unknown@domain.com,9587234990,Canada
176,Kiran,Female,34.6,Chennai,,2022-04-26,889.866,10.0,unknown@domain.com,9718555066,India
C177,Ankit,Unknown,43.69817444219067,Pune,,2024-03-26,2450.6157583130575,6.476926123984947,unknown@domain.com,9980832523,Canada
178,Priya,Male,48.2,Bangalore,2022-03-24,,4177.93,10.0,unknown@domain.com,Unknown,USA
C179,Neha,Unknown,49.2,Delhi,,,3779.89,8.8,unknown@domain.com,9113550160,Unknown
UNKNOWN_ID,Ankit,Male,58.2,Ahmedabad,,2023-06-10,2578.36,10.0,user179@mail.com,Unknown,USA
181,Unknown,Female,43.69817444219067,Unknown,2022-06-10,2023-12-06,2450.6157583130575,6.476926123984947,user180@mail.com,Unknown,India
182,Unknown,Unknown,43.69817444219067,Unknown,,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,USA
C183,Pooja,Male,43.69817444219067,Delhi,,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,India
UNKNOWN_ID,Simran,Male,50.8,Delhi,,,2530.03,10.0,unknown@domain.com,Unknown,Canada
C185,Unknown,Male,37.0,Hyderabad,,,1719.282,2.0,unknown@domain.com,Unknown,Uk
UNKNOWN_ID,Ravi,Male,43.69817444219067,Bangalore,,,2450.6157583130575,6.476926123984947,user185@mail.com,Unknown,Australia
187,Sneha,Female,44.8,Pune,2020-12-07,2025-03-08,3124.58,6.8,unknown@domain.com,9972896838,India
C188,Ankit,Unknown,43.69817444219067,Unknown,,2023-04-13,2450.6157583130575,6.476926123984947,unknown@domain.com,9237430673,Unknown
189,Ravi,Unknown,43.69817444219067,Unknown,2025-10-02,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,Australia
UNKNOWN_ID,Sneha,Male,43.69817444219067,Hyderabad,,,2450.6157583130575,6.476926123984947,unknown@domain.com,9987123952,USA
191,Rahul,Male,44.0,Unknown,2024-05-20,2023-09-08,2325.656,3.0,unknown@domain.com,9299298806,Canada
192,Unknown,Female,18.0,Kolkata,2024-09-27,,3740.72,7.4,unknown@domain.com,Unknown,Australia
C193,Rahul,Unknown,39.0,Delhi,2023-10-22,,2796.408,1.0,unknown@domain.com,Unknown,India
C194,Amit,Male,34.6,Delhi,2023-03-12,,889.866,10.0,unknown@domain.com,9714934659,Unknown
195,Kiran,Female,34.6,Unknown,2023-01-23,,889.866,10.0,unknown@domain.com,Unknown,Canada
196,Ravi,Unknown,58.0,Hyderabad,2023-01-11,,3680.536,1.0,unknown@domain.com,Unknown,USA
UNKNOWN_ID,Pooja,Unknown,62.0,Unknown,2021-10-25,2023-01-29,1644.7,7.0,user196@mail.com,Unknown,India
UNKNOWN_ID,Ankit,Unknown,34.6,Chennai,,,889.866,10.0,unknown@domain.com,Unknown,USA
C199,Simran,Female,34.6,Delhi,2021-05-24,,889.866,10.0,unknown@domain.com,Unknown,Uk
C200,Simran,Male,22.0,Pune,,,3509.5039999999995,4.0,user199@mail.com,Unknown,Unknown
201,Kiran,Male,35.6,Mumbai,,2022-05-04,2647.56,7.2,user200@mail.com,Unknown,India
UNKNOWN_ID,Ankit,Male,49.8,Kolkata,,,709.67,1.0,unknown@domain.com,Unknown,Uk
C203,Ankit,Male,43.0,Hyderabad,,2024-02-07,3829.56,7.2,unknown@domain.com,Unknown,Unknown
UNKNOWN_ID,Sneha,Male,43.69817444219067,Hyderabad,,,2450.6157583130575,6.476926123984947,user203@mail.com,Unknown,USA
205,Unknown,Female,44.6,Mumbai,2025-12-21,,1250.31,5.0,user204@mail.com,9791865466,Unknown
206,Priya,Male,42.4,Pune,,,1025.124,2.0,unknown@domain.com,Unknown,Uk
207,Simran,Male,43.69817444219067,Kolkata,2024-08-24,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,Australia
208,Sneha,Unknown,70.0,Ahmedabad,2023-02-16,2021-11-30,2453.504,4.8,unknown@domain.com,Unknown,Canada
209,Pooja,Female,28.0,Chennai,,2021-07-26,2830.546,10.0,unknown@domain.com,9390664690,Unknown
210,Unknown,Female,34.6,Kolkata,,,889.866,10.0,unknown@domain.com,Unknown,USA
C211,Sneha,Female,34.6,Hyderabad,2023-01-27,,889.866,10.0,user210@mail.com,9276155320,Unknown
UNKNOWN_ID,Ankit,Male,68.0,Unknown,,,2497.7619999999997,5.8,unknown@domain.com,9846225860,Australia
213,Unknown,Male,43.69817444219067,Mumbai,,,2450.6157583130575,6.476926123984947,unknown@domain.com,9505365883,Unknown
214,Kiran,Male,43.69817444219067,Bangalore,2020-11-03,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,Australia
C215,Unknown,Male,43.69817444219067,Hyderabad,,2025-05-28,2450.6157583130575,6.476926123984947,user214@mail.com,9401632753,Australia
UNKNOWN_ID,Unknown,Male,34.6,Ahmedabad,2022-02-19,2025-06-22,889.866,10.0,user215@mail.com,Unknown,USA
217,Pooja,Female,41.6,Pune,2020-08-20,,3742.84,5.2,unknown@domain.com,Unknown,Canada
UNKNOWN_ID,Ankit,Female,43.69817444219067,Ahmedabad,2023-11-08,,2450.6157583130575,6.476926123984947,user217@mail.com,9811991281,Australia
C219,Unknown,Female,30.0,Ahmedabad,2021-08-04,2021-01-14,2013.8879999999997,2.0,unknown@domain.com,9917761214,Unknown
220,Amit,Male,65.0,Ahmedabad,,,909.91,6.0,unknown@domain.com,Unknown,Unknown
UNKNOWN_ID,Priya,Male,43.69817444219067,Ahmedabad,2024-09-13,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,Canada
222,Ravi,Male,44.8,Mumbai,2021-04-26,,3141.85,7.2,unknown@domain.com,Unknown,Unknown
223,Kiran,Male,40.0,Delhi,,2024-08-11,4163.86,1.0,unknown@domain.com,Unknown,India
UNKNOWN_ID,Unknown,Female,18.0,Kolkata,,2024-05-24,4036.77,3.0,unknown@domain.com,9977208316,Unknown
C225,Ravi,Male,42.8,Bangalore,2025-03-03,2023-12-12,1457.622,3.0,unknown@domain.com,Unknown,Uk
226,Amit,Male,45.4,Unknown,,2021-02-16,1994.89,10.0,unknown@domain.com,Unknown,Australia
UNKNOWN_ID,Kiran,Female,34.6,Pune,2020-08-09,,889.866,10.0,unknown@domain.com,Unknown,Canada
C228,Pooja,Male,45.0,Kolkata,2024-10-07,2024-06-14,1417.308,10.0,unknown@domain.com,9886044184,Uk
C229,Simran,Female,43.69817444219067,Delhi,2023-01-27,,2450.6157583130575,6.476926123984947,unknown@domain.com,Unknown,Unknown
UNKNOWN_ID,Amit,Female,34.6,Mumbai,,2021-05-15,889.866,10.0,user229@mail.com,Unknown,Uk
231,Unknown,Male,50.0,Delhi,,,2557.966,6.4,user230@mail.com,Unknown,USA
232,Unknown,Female,45.0,Bangalore,2020-12-28,,2501.58,4.0,unknown@domain.com,Unknown,Australia
233,Neha,Male,31.0,Mumbai,2023-03-28,2023-12-26,1889.6159999999995,1.0,unknown@domain.com,Unknown,USA
234,Unknown,Female,45.0,Bangalore,2025-12-28,,2501.58,4.0,user233@mail.com,Unknown,Canada
235,Ravi,Male,34.6,Bangalore,,2022-03-05,889.866,10.0,user234@mail.com,9292915130,Australia
236,Ravi,Female,36.8,Bangalore,,,1413.4,2.0,unknown@domain.com,Unknown,USA
